cgpa,dsa_questions,coding_skill,aptitude_score,communication_skill,projects,internships,mock_interviews,resume_score,weekly_prep_hours,readiness_score
6.637,92.338,6.000,69.578,8.000,0.000,0.000,5.000,85.395,32.498,49.760
6.897,36.243,10.000,47.170,7.000,2.000,2.000,4.000,87.608,19.925,62.386
8.429,369.587,3.000,50.553,9.000,2.000,0.000,5.000,82.650,19.079,62.061
6.484,72.461,4.000,64.932,10.000,1.000,0.000,4.000,46.697,19.857,45.380
9.744,124.002,8.000,41.377,9.000,1.000,2.000,8.000,84.373,12.330,68.047
9.582,306.993,1.000,97.367,7.000,1.000,0.000,4.000,60.375,18.418,58.022
7.405,88.281,6.000,61.286,1.000,1.000,3.000,5.000,47.987,9.729,43.073
6.642,352.908,9.000,54.660,4.000,1.000,0.000,7.000,41.665,10.971,58.370
7.677,109.748,2.000,32.044,5.000,0.000,1.000,4.000,50.620,21.590,35.602
9.243,98.721,9.000,89.028,8.000,2.000,2.000,2.000,68.004,19.521,63.668
8.263,70.661,5.000,73.808,9.000,1.000,1.000,2.000,51.047,21.981,55.372
9.022,110.572,9.000,59.148,7.000,1.000,1.000,3.000,78.284,23.769,65.871
7.664,279.672,7.000,47.187,4.000,2.000,1.000,2.000,97.686,12.409,57.993
8.165,124.020,2.000,82.160,8.000,3.000,2.000,5.000,37.863,14.753,62.094
6.441,370.583,8.000,96.183,7.000,2.000,2.000,5.000,43.492,21.050,73.096
8.674,192.835,1.000,56.657,8.000,2.000,0.000,6.000,51.073,9.012,47.039
6.012,205.259,3.000,39.441,6.000,2.000,2.000,11.000,87.284,1.683,59.455
8.474,96.168,9.000,37.644,7.000,5.000,0.000,6.000,52.633,4.900,55.287
9.304,406.848,9.000,30.445,4.000,4.000,2.000,6.000,47.449,10.706,76.626
5.661,314.710,1.000,82.077,4.000,5.000,1.000,7.000,44.936,12.533,55.719
8.072,308.803,4.000,98.698,3.000,4.000,1.000,6.000,44.745,18.004,62.658
5.475,166.504,1.000,99.497,3.000,3.000,0.000,1.000,81.788,26.596,44.944
8.629,62.756,3.000,84.894,7.000,4.000,2.000,4.000,81.028,12.980,55.146
5.422,213.177,10.000,41.353,4.000,4.000,3.000,6.000,55.224,10.188,69.135
9.680,271.663,2.000,98.440,2.000,3.000,0.000,8.000,64.214,6.647,54.762
5.687,273.510,7.000,52.947,1.000,3.000,2.000,6.000,75.832,9.477,59.705
9.794,248.952,9.000,53.353,9.000,2.000,1.000,9.000,98.379,9.383,71.960
9.004,241.871,9.000,78.114,5.000,5.000,1.000,3.000,83.305,15.945,72.147
7.968,109.306,4.000,33.433,6.000,2.000,0.000,6.000,87.197,9.410,48.721
8.913,113.772,7.000,87.804,10.000,4.000,1.000,9.000,98.552,12.147,73.494
8.976,71.295,5.000,99.811,2.000,3.000,1.000,5.000,59.771,11.395,55.038
9.730,373.404,2.000,84.255,10.000,2.000,0.000,4.000,39.491,14.986,62.298
6.267,606.567,3.000,84.717,8.000,3.000,0.000,2.000,83.548,20.421,63.708
7.950,982.812,8.000,57.322,7.000,1.000,1.000,6.000,42.871,18.400,70.207
5.475,223.749,7.000,34.614,5.000,1.000,0.000,7.000,63.509,8.322,47.314
8.081,242.297,6.000,85.487,8.000,3.000,1.000,2.000,82.994,10.539,62.277
5.856,171.531,8.000,71.801,3.000,2.000,0.000,3.000,71.293,22.627,52.968
7.825,221.284,7.000,93.654,4.000,0.000,2.000,4.000,58.864,25.686,61.114
7.862,87.980,4.000,38.117,10.000,3.000,0.000,3.000,68.433,6.030,48.494
7.330,168.947,3.000,51.359,3.000,5.000,0.000,6.000,50.940,5.471,49.164
7.613,99.408,10.000,55.246,8.000,5.000,0.000,5.000,39.819,33.074,65.700
8.820,152.933,10.000,77.830,10.000,1.000,1.000,6.000,61.812,6.697,65.788
8.996,106.599,1.000,85.142,6.000,3.000,0.000,7.000,38.790,8.935,46.969
7.461,271.760,8.000,97.271,3.000,0.000,1.000,2.000,98.678,12.345,58.458
7.998,295.210,2.000,50.679,9.000,1.000,0.000,1.000,64.096,8.714,49.461
9.656,237.150,9.000,64.555,9.000,5.000,0.000,7.000,92.354,9.047,73.819
5.599,114.161,6.000,32.027,6.000,2.000,1.000,2.000,96.866,9.071,48.319
5.586,66.828,7.000,47.709,2.000,4.000,0.000,9.000,64.209,15.923,47.433
5.439,297.440,8.000,56.180,5.000,3.000,0.000,7.000,62.323,4.719,57.313
8.289,192.090,7.000,71.566,5.000,2.000,1.000,6.000,93.073,22.633,64.953
7.093,34.622,3.000,62.959,2.000,1.000,1.000,4.000,37.254,1.900,33.678
8.872,211.927,9.000,55.513,5.000,3.000,1.000,4.000,66.668,5.479,58.813
8.356,243.550,6.000,73.685,2.000,4.000,2.000,5.000,52.460,31.007,65.497
6.668,47.686,6.000,88.003,7.000,1.000,0.000,3.000,83.929,10.800,45.239
9.492,274.975,4.000,46.918,5.000,2.000,1.000,6.000,89.387,10.216,61.934
8.813,55.207,1.000,54.001,8.000,5.000,0.000,2.000,75.300,4.003,45.341
6.353,104.264,6.000,79.345,5.000,1.000,1.000,4.000,61.451,3.701,48.330
6.821,55.565,4.000,84.456,8.000,2.000,0.000,6.000,71.075,13.971,50.006
6.572,95.392,7.000,87.778,8.000,2.000,1.000,3.000,72.319,3.954,54.133
5.788,67.366,4.000,44.653,2.000,4.000,1.000,5.000,76.284,8.833,44.648
5.739,371.859,10.000,67.749,5.000,3.000,1.000,5.000,94.943,19.808,75.842
9.681,159.858,7.000,93.001,8.000,2.000,1.000,6.000,51.193,15.677,64.641
7.190,135.154,5.000,57.437,6.000,3.000,0.000,2.000,48.102,11.673,49.291
6.917,395.024,8.000,60.092,3.000,3.000,1.000,4.000,47.365,14.759,65.541
8.648,381.886,7.000,98.938,9.000,1.000,1.000,4.000,80.321,20.077,74.808
7.765,143.634,7.000,37.914,2.000,3.000,0.000,3.000,93.818,10.621,50.105
9.681,233.961,6.000,79.392,10.000,2.000,0.000,3.000,56.241,22.275,62.852
8.902,121.324,10.000,89.513,8.000,1.000,0.000,4.000,62.344,13.958,59.647
7.397,178.388,4.000,40.556,4.000,2.000,0.000,6.000,97.932,25.094,53.710
6.882,78.713,5.000,80.012,2.000,4.000,0.000,5.000,44.443,14.679,52.331
9.933,257.903,3.000,62.882,10.000,4.000,0.000,2.000,92.171,5.504,64.177
8.589,405.192,6.000,89.702,6.000,4.000,2.000,3.000,97.354,8.701,70.493
9.756,359.725,10.000,93.522,9.000,3.000,0.000,2.000,86.968,13.599,75.718
5.592,198.575,7.000,91.074,9.000,5.000,0.000,3.000,56.866,48.344,66.099
9.253,31.070,3.000,34.507,1.000,2.000,0.000,2.000,77.483,8.283,30.667
8.185,116.906,10.000,82.980,7.000,2.000,1.000,6.000,53.942,41.906,64.343
5.610,178.224,8.000,94.507,4.000,8.000,2.000,10.000,42.854,23.529,70.444
7.941,59.557,5.000,73.494,10.000,2.000,0.000,4.000,41.979,24.142,54.334
8.430,50.221,2.000,72.061,3.000,3.000,0.000,5.000,35.607,20.125,43.591
5.062,478.275,5.000,33.150,1.000,4.000,0.000,6.000,98.593,39.856,59.428
7.272,332.498,9.000,89.922,7.000,3.000,1.000,6.000,77.580,9.184,73.189
9.127,271.607,6.000,33.248,6.000,1.000,0.000,1.000,55.880,23.093,50.328
6.477,307.366,2.000,51.946,6.000,6.000,0.000,2.000,72.640,6.221,53.092
7.293,69.395,2.000,94.810,3.000,4.000,1.000,3.000,75.240,9.245,49.587
7.212,92.722,10.000,96.482,5.000,4.000,1.000,4.000,46.890,20.994,68.492
6.510,224.220,5.000,99.433,10.000,2.000,0.000,3.000,53.776,24.450,61.484
9.592,236.592,7.000,63.348,8.000,1.000,1.000,6.000,70.573,17.924,61.721
8.906,56.310,4.000,42.420,10.000,2.000,0.000,4.000,89.587,3.473,47.409
5.553,213.225,1.000,64.156,4.000,3.000,1.000,3.000,43.423,8.136,46.491
9.985,180.621,5.000,37.162,9.000,0.000,0.000,3.000,90.792,5.509,44.794
9.396,352.223,7.000,91.078,4.000,10.000,0.000,4.000,74.584,13.119,68.639
6.420,237.401,4.000,69.238,10.000,2.000,1.000,2.000,66.828,5.436,57.142
9.184,513.497,7.000,58.315,9.000,4.000,2.000,9.000,44.356,9.471,86.120
5.532,144.256,5.000,35.567,2.000,3.000,1.000,4.000,70.744,9.306,44.386
9.996,73.676,4.000,58.367,10.000,4.000,1.000,7.000,57.986,27.848,64.750
8.328,504.857,3.000,90.633,7.000,4.000,0.000,5.000,47.283,9.953,69.103
8.251,246.025,3.000,79.238,8.000,4.000,0.000,5.000,92.198,41.178,64.106
5.452,181.398,3.000,35.772,6.000,5.000,1.000,6.000,64.937,10.871,55.469
9.485,95.683,8.000,41.194,3.000,0.000,0.000,4.000,40.184,19.325,44.652
5.145,145.547,4.000,57.462,10.000,4.000,1.000,2.000,54.639,16.370,56.639
6.204,139.729,8.000,37.096,2.000,0.000,0.000,2.000,46.798,14.965,39.728
5.715,70.789,4.000,95.383,9.000,2.000,0.000,5.000,96.051,23.274,54.772
8.884,21.325,4.000,75.660,3.000,1.000,3.000,4.000,50.799,13.709,51.337
5.991,137.207,10.000,36.638,8.000,2.000,0.000,5.000,67.916,9.466,50.739
9.553,312.601,9.000,85.164,5.000,6.000,0.000,6.000,83.459,21.123,74.527
8.281,427.640,5.000,55.788,3.000,3.000,1.000,2.000,45.303,7.191,57.566
5.181,361.264,3.000,47.141,3.000,2.000,1.000,4.000,63.437,11.189,50.365
5.027,375.049,8.000,69.899,4.000,3.000,1.000,4.000,77.463,23.240,71.421
5.258,78.458,1.000,30.936,10.000,2.000,0.000,5.000,92.327,12.881,41.718
8.030,227.181,5.000,62.578,8.000,1.000,1.000,5.000,77.517,18.346,60.908
9.007,273.041,6.000,89.066,7.000,0.000,1.000,3.000,40.205,16.624,58.928
6.193,284.902,7.000,94.964,7.000,2.000,1.000,4.000,55.901,9.865,65.413
9.247,178.466,2.000,53.979,5.000,3.000,0.000,2.000,57.811,13.177,46.210
5.286,208.146,1.000,74.971,10.000,2.000,0.000,4.000,60.238,6.959,48.452
9.005,354.284,3.000,45.878,3.000,2.000,0.000,4.000,96.205,25.469,55.931
9.639,266.406,2.000,69.215,10.000,4.000,1.000,7.000,37.321,11.424,63.014
8.861,300.321,6.000,47.782,4.000,2.000,0.000,5.000,54.641,26.559,61.896
8.491,132.349,10.000,69.995,4.000,4.000,0.000,2.000,67.010,12.471,58.062
9.190,289.864,3.000,42.021,5.000,1.000,3.000,6.000,40.616,19.151,55.309
5.201,206.196,5.000,95.886,8.000,1.000,1.000,5.000,66.430,7.028,53.373
6.009,331.173,3.000,92.084,8.000,2.000,1.000,6.000,41.963,24.333,64.426
5.625,109.276,1.000,53.584,8.000,2.000,3.000,4.000,89.456,12.820,48.961
7.523,313.620,8.000,84.366,1.000,5.000,0.000,10.000,52.555,10.344,68.610
8.726,147.067,3.000,36.685,2.000,6.000,0.000,3.000,68.996,6.461,44.925
8.150,314.575,6.000,81.825,9.000,4.000,0.000,4.000,75.191,54.026,71.869
9.256,228.204,7.000,49.772,10.000,4.000,0.000,3.000,54.872,5.646,61.085
5.776,195.567,9.000,39.495,2.000,4.000,1.000,5.000,57.835,40.509,60.725
8.673,153.198,2.000,77.473,10.000,1.000,2.000,4.000,68.184,33.493,61.347
5.965,181.969,6.000,62.886,3.000,6.000,0.000,2.000,87.353,5.389,50.797
6.354,137.456,10.000,67.110,10.000,3.000,0.000,7.000,64.425,13.575,65.709
8.550,150.803,5.000,66.437,10.000,3.000,0.000,5.000,66.908,12.827,56.772
9.901,261.592,1.000,34.161,7.000,4.000,2.000,3.000,73.731,13.834,66.628
8.058,40.887,3.000,33.597,2.000,2.000,1.000,4.000,62.639,16.586,39.080
5.273,311.736,8.000,72.082,8.000,2.000,3.000,1.000,82.195,26.815,67.647
8.082,315.214,8.000,73.671,2.000,3.000,0.000,6.000,35.319,6.276,55.511
5.212,156.685,4.000,33.302,4.000,2.000,1.000,3.000,66.396,12.898,43.159
9.421,211.997,2.000,56.491,7.000,3.000,0.000,4.000,94.996,10.416,58.896
8.548,87.316,3.000,72.900,1.000,5.000,1.000,6.000,75.034,9.686,49.453
5.866,250.184,3.000,75.968,4.000,4.000,0.000,5.000,66.616,14.204,52.945
5.459,96.806,8.000,87.979,8.000,3.000,0.000,3.000,85.182,12.097,60.227
5.918,7.359,9.000,59.451,1.000,2.000,3.000,8.000,60.545,2.229,51.830
9.900,417.123,1.000,68.378,4.000,3.000,0.000,3.000,65.371,16.744,58.296
7.293,79.143,8.000,70.499,1.000,1.000,2.000,5.000,47.685,3.475,48.475
8.920,179.127,8.000,51.843,7.000,4.000,2.000,3.000,43.073,25.143,67.306
8.182,217.686,7.000,33.768,1.000,4.000,1.000,5.000,36.659,15.130,53.648
7.862,261.198,9.000,30.296,3.000,1.000,2.000,1.000,82.548,11.472,53.791
5.726,190.796,1.000,88.529,6.000,3.000,1.000,3.000,65.432,5.237,48.502
9.730,231.216,7.000,44.016,3.000,2.000,0.000,3.000,96.058,17.046,54.594
6.507,153.930,2.000,74.118,3.000,1.000,2.000,7.000,46.493,13.598,45.732
7.890,48.841,9.000,70.393,9.000,3.000,1.000,5.000,50.859,14.181,63.541
8.499,185.538,5.000,57.974,8.000,0.000,0.000,7.000,76.517,15.409,51.050
8.246,285.779,1.000,88.345,1.000,0.000,1.000,6.000,38.549,20.090,44.797
9.703,83.426,8.000,78.888,9.000,2.000,1.000,6.000,67.722,16.703,63.973
5.742,219.257,8.000,31.592,5.000,3.000,2.000,8.000,43.033,32.102,65.188
7.542,578.878,5.000,84.369,2.000,2.000,2.000,5.000,45.491,20.054,65.944
7.020,176.806,4.000,65.490,10.000,1.000,1.000,5.000,68.286,16.458,53.255
7.371,183.485,1.000,54.291,4.000,2.000,0.000,3.000,71.990,14.547,42.760
5.596,44.924,10.000,80.882,4.000,3.000,0.000,6.000,48.782,7.565,53.063
5.670,75.043,2.000,78.025,2.000,2.000,2.000,4.000,52.631,4.710,41.955
6.390,97.694,9.000,51.741,9.000,7.000,0.000,8.000,53.467,1.881,60.282
6.524,278.327,6.000,98.813,3.000,5.000,0.000,4.000,44.218,19.410,61.207
7.140,88.405,7.000,75.410,6.000,3.000,0.000,2.000,97.772,13.740,53.865
8.055,30.490,7.000,72.405,3.000,3.000,0.000,5.000,79.993,20.376,53.189
8.173,246.656,9.000,34.892,9.000,1.000,0.000,1.000,42.205,30.875,61.395
7.059,105.211,1.000,49.552,8.000,3.000,1.000,5.000,58.215,12.937,47.369
7.044,46.722,10.000,61.288,6.000,4.000,1.000,4.000,46.219,5.494,57.335
6.088,301.381,1.000,74.144,4.000,1.000,2.000,5.000,50.235,23.888,55.042
7.942,140.916,10.000,65.893,7.000,4.000,0.000,4.000,96.066,12.221,64.981
6.585,262.524,3.000,83.412,5.000,4.000,1.000,6.000,43.889,9.431,56.631
5.180,45.113,9.000,48.380,10.000,1.000,1.000,2.000,92.188,8.935,54.792
7.092,18.699,1.000,79.151,7.000,2.000,1.000,3.000,89.719,19.289,45.397
7.371,204.911,5.000,87.162,1.000,1.000,2.000,5.000,83.338,19.111,59.086
6.128,72.677,6.000,83.553,9.000,4.000,1.000,4.000,67.287,27.209,62.799
7.862,202.843,10.000,83.959,2.000,4.000,0.000,5.000,51.794,6.641,58.604
7.829,205.959,2.000,92.195,4.000,1.000,0.000,6.000,89.014,6.563,46.859
8.510,187.761,1.000,35.892,5.000,2.000,0.000,3.000,89.215,15.578,45.023
8.240,373.106,7.000,78.803,3.000,1.000,0.000,5.000,69.146,16.653,60.694
8.262,895.665,1.000,97.807,10.000,0.000,1.000,6.000,38.095,25.113,64.379
6.581,243.682,8.000,70.156,10.000,0.000,1.000,4.000,47.542,26.158,61.687
8.937,578.517,1.000,45.212,2.000,1.000,1.000,6.000,38.645,15.203,52.399
7.746,143.858,10.000,99.913,4.000,3.000,0.000,5.000,46.689,27.136,59.422
7.157,60.762,6.000,42.227,4.000,2.000,3.000,6.000,68.047,13.414,50.019
8.130,111.066,10.000,53.489,7.000,2.000,3.000,5.000,90.521,13.523,66.965
6.803,150.480,2.000,42.044,6.000,3.000,0.000,1.000,77.460,11.980,41.761
7.564,609.588,3.000,62.516,7.000,2.000,0.000,8.000,74.059,6.352,58.924
8.684,195.545,5.000,59.321,1.000,4.000,1.000,5.000,83.617,4.490,52.521
9.432,382.218,1.000,64.387,6.000,1.000,0.000,8.000,76.594,15.398,55.952
9.605,134.816,2.000,94.959,3.000,2.000,2.000,3.000,63.823,24.153,55.866
7.518,122.357,4.000,63.483,3.000,6.000,1.000,4.000,87.999,9.164,51.446
7.601,43.251,8.000,66.024,8.000,2.000,1.000,5.000,55.162,25.907,57.337
8.999,597.224,8.000,92.068,2.000,1.000,0.000,5.000,95.327,30.142,66.006
6.572,466.083,1.000,87.243,1.000,3.000,1.000,5.000,42.552,11.176,56.145
9.187,220.852,1.000,46.781,5.000,3.000,2.000,4.000,76.449,3.729,56.117
7.471,157.245,7.000,30.905,8.000,0.000,0.000,6.000,67.534,11.938,47.939
5.579,200.926,4.000,74.065,6.000,3.000,0.000,3.000,62.675,6.963,50.811
5.360,58.478,8.000,89.139,2.000,0.000,0.000,5.000,62.932,24.243,44.600
9.210,262.184,3.000,68.700,8.000,4.000,2.000,6.000,37.743,15.846,71.136
5.278,441.546,4.000,44.782,4.000,2.000,0.000,0.000,83.848,3.691,48.742
6.403,455.917,3.000,81.895,8.000,2.000,3.000,2.000,57.903,18.359,65.529
6.671,45.134,3.000,76.868,3.000,5.000,1.000,8.000,65.981,25.177,57.512
5.865,379.913,8.000,69.552,10.000,3.000,1.000,4.000,90.094,14.683,73.442
6.569,58.853,5.000,90.434,3.000,0.000,1.000,6.000,72.512,10.453,44.745
8.713,20.451,7.000,84.897,10.000,1.000,1.000,4.000,90.343,17.566,63.127
5.073,389.301,1.000,76.757,4.000,0.000,1.000,3.000,43.910,33.972,50.293
9.136,126.460,6.000,76.533,8.000,4.000,1.000,4.000,53.318,27.538,64.407
9.283,354.025,5.000,76.354,6.000,4.000,2.000,3.000,49.816,5.779,67.448
6.861,333.419,10.000,66.762,1.000,1.000,0.000,3.000,92.612,15.732,54.744
5.768,305.773,5.000,62.475,1.000,1.000,0.000,4.000,85.801,7.165,49.555
8.004,199.165,2.000,79.672,5.000,5.000,0.000,5.000,89.217,10.306,51.728
5.598,65.190,7.000,72.735,2.000,2.000,1.000,4.000,71.964,28.725,52.473
6.825,150.726,2.000,64.299,7.000,2.000,0.000,5.000,49.349,15.689,42.394
9.792,460.825,10.000,38.866,2.000,1.000,0.000,4.000,59.505,7.607,65.374
9.977,360.072,4.000,79.135,6.000,2.000,0.000,4.000,70.770,11.804,57.307
8.861,156.797,8.000,75.220,3.000,6.000,0.000,3.000,36.234,21.463,58.196
6.555,155.332,7.000,53.957,2.000,3.000,1.000,5.000,76.577,9.911,56.493
8.438,287.713,5.000,54.943,4.000,2.000,2.000,3.000,90.567,16.200,60.262
8.527,209.616,6.000,47.271,6.000,3.000,2.000,6.000,56.166,10.419,64.508
6.939,162.984,2.000,97.334,4.000,2.000,0.000,6.000,79.186,11.096,46.920
8.204,271.622,1.000,90.214,4.000,1.000,1.000,5.000,66.432,30.365,54.709
5.054,265.498,8.000,69.273,4.000,2.000,1.000,2.000,35.259,15.370,58.267
6.045,113.573,10.000,58.116,4.000,1.000,0.000,6.000,53.459,19.385,50.642
7.625,239.774,9.000,81.578,5.000,4.000,1.000,2.000,69.311,15.206,72.102
5.819,254.550,4.000,66.941,9.000,4.000,0.000,5.000,82.119,5.038,60.564
5.830,188.390,4.000,98.310,6.000,2.000,1.000,2.000,61.132,6.699,56.471
9.182,103.882,4.000,33.859,5.000,2.000,0.000,3.000,47.106,30.274,43.102
9.946,147.171,8.000,32.400,8.000,5.000,0.000,5.000,38.968,28.458,61.771
7.780,87.036,7.000,69.803,6.000,4.000,2.000,4.000,81.455,14.901,64.441
9.195,244.318,8.000,44.230,10.000,6.000,3.000,3.000,58.728,8.398,69.944
9.952,45.396,10.000,72.301,6.000,7.000,2.000,3.000,77.062,4.302,69.316
5.708,491.524,4.000,84.700,3.000,1.000,0.000,1.000,49.414,43.494,51.800
7.241,428.231,7.000,39.668,6.000,0.000,0.000,4.000,84.055,6.434,52.574
6.963,258.738,6.000,60.843,8.000,2.000,2.000,11.000,57.385,8.854,65.073
5.400,346.289,10.000,78.207,3.000,4.000,3.000,3.000,38.404,9.829,67.863
8.777,331.161,4.000,88.370,3.000,2.000,0.000,4.000,68.165,8.283,56.845
7.169,211.916,2.000,64.744,6.000,1.000,1.000,4.000,82.544,14.137,50.986
7.347,166.403,4.000,44.431,9.000,4.000,0.000,6.000,95.612,40.619,61.763
5.753,152.584,7.000,71.006,4.000,7.000,0.000,1.000,98.106,12.862,53.988
5.905,503.155,10.000,61.816,6.000,2.000,0.000,5.000,64.667,16.929,67.161
9.536,100.816,9.000,84.035,7.000,0.000,0.000,8.000,74.772,20.201,64.066
5.223,102.473,1.000,68.890,7.000,0.000,0.000,1.000,71.219,23.063,36.158
6.164,366.533,6.000,49.560,2.000,1.000,1.000,4.000,69.680,14.910,56.686
6.460,344.093,2.000,82.808,4.000,4.000,1.000,7.000,42.445,7.802,58.097
7.451,159.230,4.000,66.242,10.000,2.000,3.000,4.000,78.606,20.341,67.572
7.932,277.865,10.000,42.428,9.000,7.000,1.000,4.000,97.743,33.903,75.759
7.466,302.900,10.000,69.415,8.000,3.000,0.000,4.000,43.242,4.183,67.778
5.421,62.274,2.000,96.382,1.000,1.000,1.000,8.000,55.271,9.514,36.840
6.218,446.127,2.000,79.386,5.000,2.000,0.000,2.000,40.008,17.484,57.493
9.218,302.829,7.000,50.916,1.000,0.000,1.000,1.000,61.181,20.798,53.531
8.188,262.040,5.000,79.761,4.000,1.000,1.000,2.000,66.309,10.915,49.050
8.246,304.408,5.000,49.782,9.000,3.000,0.000,1.000,58.271,22.954,59.162
8.351,240.826,9.000,67.988,4.000,3.000,0.000,3.000,65.978,27.110,65.234
8.815,180.585,10.000,66.862,2.000,6.000,1.000,3.000,87.193,17.486,68.000
5.291,213.258,10.000,47.317,8.000,2.000,1.000,4.000,48.905,22.462,65.251
6.833,57.071,8.000,54.352,8.000,8.000,0.000,5.000,84.268,12.887,59.291
7.698,631.586,10.000,95.953,7.000,3.000,1.000,2.000,86.564,6.199,75.883
6.692,178.368,8.000,47.542,9.000,2.000,0.000,2.000,72.774,7.616,57.745
9.222,624.772,9.000,86.072,8.000,1.000,1.000,3.000,55.496,37.563,72.793
7.413,215.829,6.000,76.716,7.000,3.000,0.000,5.000,95.873,27.276,64.795
8.843,121.462,1.000,67.284,9.000,5.000,0.000,3.000,58.654,7.269,48.557
9.260,437.885,9.000,39.626,4.000,4.000,3.000,2.000,38.245,6.783,68.982
7.524,254.833,10.000,44.320,5.000,0.000,3.000,7.000,43.846,20.611,62.474
9.548,776.353,4.000,42.528,6.000,3.000,0.000,7.000,92.953,54.896,66.044
7.936,119.003,5.000,71.076,7.000,4.000,2.000,3.000,44.748,15.211,62.750
9.251,449.755,6.000,98.137,5.000,3.000,2.000,6.000,64.081,8.561,71.234
6.703,465.171,7.000,91.407,5.000,5.000,1.000,2.000,79.978,23.723,75.399
7.494,319.881,7.000,31.768,2.000,1.000,4.000,5.000,72.287,29.580,59.223
7.657,467.664,4.000,49.161,7.000,1.000,1.000,7.000,77.469,20.624,64.230
5.525,181.401,9.000,41.008,2.000,2.000,0.000,8.000,57.673,18.922,52.033
6.993,100.397,9.000,98.297,5.000,1.000,1.000,7.000,78.045,7.176,57.093
9.587,130.238,10.000,46.493,5.000,4.000,1.000,5.000,35.591,23.986,69.261
8.154,205.404,6.000,44.092,8.000,1.000,0.000,5.000,52.111,20.845,53.262
5.888,330.894,1.000,73.461,5.000,2.000,0.000,6.000,43.034,11.651,50.102
6.694,106.306,9.000,68.933,1.000,1.000,0.000,7.000,64.592,5.748,47.843
5.958,152.687,1.000,45.810,6.000,3.000,0.000,5.000,44.479,11.014,41.064
5.124,113.382,2.000,76.926,3.000,2.000,0.000,5.000,70.579,14.525,37.165
9.637,370.460,3.000,36.791,4.000,7.000,1.000,3.000,46.743,21.652,59.230
7.241,621.651,2.000,31.356,3.000,4.000,1.000,3.000,61.927,23.911,61.734
6.538,86.575,8.000,35.769,2.000,3.000,4.000,6.000,39.824,13.646,54.414
7.992,286.794,5.000,55.541,10.000,2.000,0.000,4.000,63.599,12.943,60.168
5.037,401.160,3.000,98.251,3.000,4.000,1.000,3.000,87.519,26.328,64.588
6.390,169.815,1.000,68.307,6.000,1.000,2.000,4.000,55.599,17.868,52.940
8.515,60.022,3.000,82.831,9.000,2.000,1.000,5.000,80.911,20.698,54.432
8.169,435.251,7.000,52.505,4.000,2.000,1.000,2.000,62.689,11.729,62.347
9.909,56.544,8.000,80.354,10.000,3.000,1.000,5.000,50.224,26.030,69.473
8.102,519.009,3.000,97.633,5.000,2.000,0.000,5.000,54.726,9.870,55.124
7.388,111.449,1.000,55.043,10.000,2.000,2.000,4.000,54.668,40.485,53.130
8.807,48.836,6.000,99.934,5.000,2.000,0.000,6.000,83.255,6.618,50.827
9.517,137.950,8.000,74.689,1.000,2.000,0.000,6.000,48.061,15.150,54.112
8.603,193.813,1.000,82.401,9.000,3.000,2.000,6.000,98.555,6.228,62.171
9.816,223.980,8.000,47.652,9.000,2.000,0.000,6.000,79.686,19.864,62.619
8.910,303.158,2.000,75.016,10.000,3.000,1.000,5.000,61.075,27.900,63.932
9.334,238.353,3.000,65.770,2.000,6.000,0.000,5.000,99.870,20.760,55.543
5.571,589.712,7.000,96.948,9.000,4.000,1.000,2.000,49.051,11.332,69.624
8.662,187.256,1.000,93.327,4.000,2.000,1.000,7.000,84.589,6.225,53.689
7.200,247.226,4.000,57.767,9.000,4.000,1.000,6.000,52.611,11.255,65.592
7.766,233.056,2.000,96.281,10.000,2.000,0.000,4.000,70.332,21.093,58.756
8.271,43.218,3.000,91.937,2.000,2.000,1.000,3.000,38.537,7.646,39.949
9.849,73.062,8.000,71.327,4.000,1.000,1.000,3.000,90.020,4.737,54.183
9.923,205.999,3.000,35.748,3.000,2.000,1.000,2.000,58.800,12.747,48.606
6.441,268.270,1.000,41.255,4.000,2.000,0.000,3.000,72.992,6.368,38.556
8.669,27.555,3.000,35.381,6.000,2.000,1.000,10.000,95.273,17.389,49.176
8.750,606.964,1.000,37.560,5.000,3.000,2.000,5.000,36.966,13.668,61.364
6.732,283.179,7.000,98.387,7.000,4.000,1.000,4.000,97.921,12.466,73.337
5.619,197.765,10.000,44.852,7.000,4.000,2.000,3.000,69.137,43.331,73.427
5.205,274.379,2.000,78.360,3.000,6.000,0.000,4.000,85.749,18.897,51.135
8.887,131.873,8.000,74.557,1.000,2.000,0.000,9.000,65.748,2.151,49.411
7.448,225.694,4.000,74.180,8.000,0.000,1.000,1.000,88.034,39.996,56.675
9.928,251.375,1.000,44.469,2.000,2.000,1.000,3.000,92.236,15.070,46.953
7.325,438.573,7.000,70.554,2.000,3.000,2.000,3.000,59.809,11.724,63.075
9.890,175.213,3.000,73.788,7.000,1.000,0.000,2.000,81.971,16.690,48.716
7.058,58.022,6.000,69.928,3.000,3.000,1.000,3.000,99.910,6.822,50.090
8.968,98.221,6.000,43.031,2.000,1.000,3.000,6.000,84.214,13.360,55.825
5.424,164.937,6.000,80.614,4.000,4.000,2.000,3.000,97.197,25.594,63.485
7.777,64.219,2.000,35.127,6.000,4.000,0.000,11.000,82.880,12.169,49.475
9.010,89.434,3.000,71.384,9.000,1.000,0.000,4.000,56.443,10.412,51.469
9.624,98.985,8.000,60.538,10.000,4.000,1.000,4.000,88.765,9.055,65.785
